province;product_types;currency;product_group_id;product_line;value;date;product;month;year;quarter
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.73;2003-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2003.0;2.0
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;13.66;1999-12-01;pork belly cooked - per 1kg;12.0;1999.0;4.0
PODLASKIE;;PLN;2.0;pork belly cooked - per 1kg;14.55;2000-10-01;pork belly cooked - per 1kg;10.0;2000.0;4.0
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.7;1999-12-01;beef with bone (rump steak) - per 1kg;12.0;1999.0;4.0
WARMIA-MASURIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2001-11-01;salted herring, non-dressed - per 1kg;11.0;2001.0;4.0
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;9.37;2019-06-01;barley groats sausage - per 1kg;6.0;2019.0;2.0
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;10.81;2013-09-01;Italian head cheese - per 1kg;9.0;2013.0;3.0
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;16.85;2001-01-01;Hunter's sausage dried - per 1kg;1.0;2001.0;1.0
KUYAVIA-POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.9;2002-02-01;Poznan wheat flour, bagged - per 1kg;2.0;2002.0;1.0
LUBLIN;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2012-01-01;fresh non-dressed trout - per 1kg;1.0;2012.0;1.0
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;18.29;2001-04-01;Hunter's sausage dried - per 1kg;4.0;2001.0;2.0
LESSER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.39;2019-06-01;frozen carrot and pea mix - per 1kg;6.0;2019.0;2.0
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2012-03-01;30% tomato concentrate - per 1kg;3.0;2012.0;1.0
WARMIA-MASURIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2006-08-01;beet sugar white, bagged - per 1kg;8.0;2006.0;3.0
SUBCARPATHIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2018-03-01;fresh non-dressed trout - per 1kg;3.0;2018.0;1.0
LOWER SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;19.01;2010-06-01;beef with bone (rump steak) - per 1kg;6.0;2010.0;2.0
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;12.84;2017-12-01;fresh non-dressed trout - per 1kg;12.0;2017.0;4.0
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2018-04-01;natural chocolate plain - per 1kg;4.0;2018.0;2.0
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;15.26;2018-05-01;natural chocolate plain - per 1kg;5.0;2018.0;2.0
PODLASKIE;;PLN;2.0;dressed chickens - per 1kg;5.79;2009-11-01;dressed chickens - per 1kg;11.0;2009.0;4.0
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2005-02-01;natural chocolate plain - per 1kg;2.0;2005.0;1.0
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.07;2001-02-01;Poznan wheat flour, bagged - per 1kg;2.0;2001.0;1.0
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.38;2010-10-01;pork  meat (raw bacon) - per 1kg;10.0;2010.0;4.0
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.32;2018-08-01;fresh chicken eggs - per 10pcs.;8.0;2018.0;3.0
GREATER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.0;2008-10-01;white table salt bagged - per 1kg;10.0;2008.0;4.0
WARMIA-MASURIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-04-01;plain mixed bread (wheat-rye) - per 1kg;4.0;1999.0;2.0
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2006-03-01;bread - per 1kg;3.0;2006.0;1.0
SUBCARPATHIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2011-11-01;fresh non-dressed trout - per 1kg;11.0;2011.0;4.0
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2007-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2007.0;2.0
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.57;2005-10-01;buckwheat groats roasted whole - per 1kg;10.0;2005.0;4.0
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.22;2002-09-01;pork meat with bone (shoulder) - per 1kg;9.0;2002.0;3.0
ŁÓDŹ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2014-03-01;Masurian barley groats - per 1kg;3.0;2014.0;1.0
HOLY CROSS;apple juice, boxed - per 1l;PLN;1.0;;0.0;2016-12-01;apple juice, boxed - per 1l;12.0;2016.0;4.0
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;2.06;2001-07-01;beet sugar white, bagged - per 1kg;7.0;2001.0;3.0
POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;15.2;2015-04-01;smoked bacon with ribs - per 1kg;4.0;2015.0;2.0
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2012-06-01;haddock fillets frozen - per 1kg;6.0;2012.0;2.0
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2011-01-01;buckwheat groats roasted whole - per 1kg;1.0;2011.0;1.0
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;5.93;2008-06-01;barley groats sausage - per 1kg;6.0;2008.0;2.0
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2012-05-01;bread - per 1kg;5.0;2012.0;2.0
POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;5.46;2001-11-01;salted herring, non-dressed - per 1kg;11.0;2001.0;4.0
SILESIA;;PLN;2.0;pork belly cooked - per 1kg;14.08;1999-04-01;pork belly cooked - per 1kg;4.0;1999.0;2.0
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2003-05-01;Masurian barley groats - per 1kg;5.0;2003.0;2.0
PODLASKIE;;PLN;2.0;Hunter's sausage dried - per 1kg;17.27;2006-10-01;Hunter's sausage dried - per 1kg;10.0;2006.0;4.0
LESSER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.78;2000-01-01;frozen carrot and pea mix - per 1kg;1.0;2000.0;1.0
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;6.47;2016-10-01;dressed chickens - per 1kg;10.0;2016.0;4.0
POLAND;;PLN;4.0;bread - per 1kg;;2015-02-01;bread - per 1kg;2.0;2015.0;1.0
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-04-01;plain mixed bread (wheat-rye) - per 1kg;4.0;1999.0;2.0
POMERANIA;;PLN;4.0;bread - per 1kg;;2018-03-01;bread - per 1kg;3.0;2018.0;1.0
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;11.74;2016-05-01;Italian head cheese - per 1kg;5.0;2016.0;2.0
LUBLIN;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.92;2017-11-01;pork meat with bone (shoulder) - per 1kg;11.0;2017.0;4.0
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2013-01-01;fresh chicken eggs - per 10pcs.;1.0;2013.0;1.0
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2010-08-01;30% tomato concentrate - per 1kg;8.0;2010.0;3.0
SILESIA;;PLN;4.0;bread - per 1kg;;2013-08-01;bread - per 1kg;8.0;2013.0;3.0
LUBUSZ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2015-07-01;white table salt bagged - per 1kg;7.0;2015.0;3.0
HOLY CROSS;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2017-12-01;Backpacker's canned pork meat - per 300 g;12.0;2017.0;4.0
MASOVIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.98;2002-07-01;beef with bone (rump steak) - per 1kg;7.0;2002.0;3.0
OPOLE;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2013-03-01;natural chocolate plain - per 1kg;3.0;2013.0;1.0
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;15.37;2016-02-01;haddock fillets frozen - per 1kg;2.0;2016.0;1.0
LESSER POLAND;;PLN;2.0;pork belly cooked - per 1kg;11.89;2007-06-01;pork belly cooked - per 1kg;6.0;2007.0;2.0
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2018.0;2.0
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;3.53;1999-08-01;barley groats sausage - per 1kg;8.0;1999.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;6.43;2012-06-01;dressed chickens - per 1kg;6.0;2012.0;2.0
SUBCARPATHIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2016-09-01;buckwheat groats roasted whole - per 1kg;9.0;2016.0;3.0
POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.32;2003-06-01;plain mixed bread (wheat-rye) - per 1kg;6.0;2003.0;2.0
SUBCARPATHIA;30% tomato concentrate - per 1kg;PLN;1.0;;8.08;2006-04-01;30% tomato concentrate - per 1kg;4.0;2006.0;2.0
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2008-02-01;natural chocolate plain - per 1kg;2.0;2008.0;1.0
OPOLE;;PLN;2.0;beef with bone (rump steak) - per 1kg;14.49;2004-05-01;beef with bone (rump steak) - per 1kg;5.0;2004.0;2.0
LESSER POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;10.93;2010-07-01;smoked bacon with ribs - per 1kg;7.0;2010.0;3.0
LESSER POLAND;;PLN;2.0;dressed chickens - per 1kg;4.65;2005-11-01;dressed chickens - per 1kg;11.0;2005.0;4.0
SILESIA;;PLN;2.0;pork belly cooked - per 1kg;16.15;2011-10-01;pork belly cooked - per 1kg;10.0;2011.0;4.0
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;11.2;2001-01-01;smoked bacon with ribs - per 1kg;1.0;2001.0;1.0
POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;15.05;2006-08-01;pork belly cooked - per 1kg;8.0;2006.0;3.0
SUBCARPATHIA;;PLN;2.0;pork belly cooked - per 1kg;18.19;2016-07-01;pork belly cooked - per 1kg;7.0;2016.0;3.0
GREATER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;1.4;2000-03-01;whole pickled cucumbers 0.9l - per 1pc.;3.0;2000.0;1.0
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2019-12-01;white table salt bagged - per 1kg;12.0;2019.0;4.0
PODLASKIE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2009-12-01;apple juice, boxed - per 1l;12.0;2009.0;4.0
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.67;2013-02-01;plain mixed bread (wheat-rye) - per 1kg;2.0;2013.0;1.0
LESSER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2014-10-01;haddock fillets frozen - per 1kg;10.0;2014.0;4.0
KUYAVIA-POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;18.67;2009-11-01;beef with bone (rump steak) - per 1kg;11.0;2009.0;4.0
SUBCARPATHIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;23.74;2018-07-01;beef with bone (rump steak) - per 1kg;7.0;2018.0;3.0
MASOVIA;;PLN;2.0;smoked bacon with ribs - per 1kg;11.54;2001-10-01;smoked bacon with ribs - per 1kg;10.0;2001.0;4.0
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;14.78;2006-02-01;natural chocolate plain - per 1kg;2.0;2006.0;1.0
WEST POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;9.82;2019-06-01;barley groats sausage - per 1kg;6.0;2019.0;2.0
ŁÓDŹ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2017-10-01;buckwheat groats roasted whole - per 1kg;10.0;2017.0;4.0
PODLASKIE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.28;2005-05-01;pork  meat (raw bacon) - per 1kg;5.0;2005.0;2.0
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.45;2010-07-01;buckwheat groats roasted whole - per 1kg;7.0;2010.0;3.0
KUYAVIA-POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.66;2000-06-01;frozen carrot and pea mix - per 1kg;6.0;2000.0;2.0
POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;18.17;2008-04-01;beef with bone (rump steak) - per 1kg;4.0;2008.0;2.0
LOWER SILESIA;;PLN;2.0;dressed chickens - per 1kg;6.01;2008-03-01;dressed chickens - per 1kg;3.0;2008.0;1.0
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2014-02-01;Masurian barley groats - per 1kg;2.0;2014.0;1.0
POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;12.74;2011-11-01;fresh non-dressed trout - per 1kg;11.0;2011.0;4.0
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.41;2018-09-01;white table salt bagged - per 1kg;9.0;2018.0;3.0
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.92;2002-12-01;Poznan wheat flour, bagged - per 1kg;12.0;2002.0;4.0
LUBUSZ;;PLN;2.0;dressed chickens - per 1kg;7.22;2012-12-01;dressed chickens - per 1kg;12.0;2012.0;4.0
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.13;2004-09-01;Masurian barley groats - per 1kg;9.0;2004.0;3.0
ŁÓDŹ;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.23;2008-03-01;boneless beef (sirloin) - per 1kg;3.0;2008.0;1.0
KUYAVIA-POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;6.2;2012-09-01;buckwheat groats roasted whole - per 1kg;9.0;2012.0;3.0
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.15;2014-04-01;Poznan wheat flour, bagged - per 1kg;4.0;2014.0;2.0
KUYAVIA-POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;1.23;2003-04-01;Masurian barley groats - per 1kg;4.0;2003.0;2.0
OPOLE;;PLN;2.0;dressed chickens - per 1kg;0.0;2002-10-01;dressed chickens - per 1kg;10.0;2002.0;4.0
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.17;2012-11-01;pork  meat (raw bacon) - per 1kg;11.0;2012.0;4.0
MASOVIA;;PLN;2.0;Hunter's sausage dried - per 1kg;18.86;2000-09-01;Hunter's sausage dried - per 1kg;9.0;2000.0;3.0
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;5.29;2017-06-01;plain mixed bread (wheat-rye) - per 1kg;6.0;2017.0;2.0
HOLY CROSS;;PLN;2.0;boneless beef (sirloin) - per 1kg;11.01;1999-09-01;boneless beef (sirloin) - per 1kg;9.0;1999.0;3.0
OPOLE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2003-06-01;apple juice, boxed - per 1l;6.0;2003.0;2.0
MASOVIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;25.88;2011-07-01;boneless beef (sirloin) - per 1kg;7.0;2011.0;3.0
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2014-08-01;frozen carrot and pea mix - per 1kg;8.0;2014.0;3.0
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;2.24;2000-10-01;beet sugar white, bagged - per 1kg;10.0;2000.0;4.0
POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;1.69;2019-07-01;beet sugar white, bagged - per 1kg;7.0;2019.0;3.0
LUBLIN;;PLN;2.0;dressed chickens - per 1kg;7.32;2016-03-01;dressed chickens - per 1kg;3.0;2016.0;1.0
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2017-04-01;apple juice, boxed - per 1l;4.0;2017.0;2.0
WEST POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;24.03;2009-11-01;boneless beef (sirloin) - per 1kg;11.0;2009.0;4.0
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2002-08-01;30% tomato concentrate - per 1kg;8.0;2002.0;3.0
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2014-09-01;apple juice, boxed - per 1l;9.0;2014.0;3.0
HOLY CROSS;;PLN;2.0;Italian head cheese - per 1kg;9.04;2012-04-01;Italian head cheese - per 1kg;4.0;2012.0;2.0
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.02;2006-12-01;Backpacker's canned pork meat - per 300 g;12.0;2006.0;4.0
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.74;2017-10-01;dressed chickens - per 1kg;10.0;2017.0;4.0
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.1;2002-10-01;pork  meat (raw bacon) - per 1kg;10.0;2002.0;4.0
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.21;2012-12-01;Poznan wheat flour, bagged - per 1kg;12.0;2012.0;4.0
SUBCARPATHIA;;PLN;2.0;Italian head cheese - per 1kg;7.69;2008-02-01;Italian head cheese - per 1kg;2.0;2008.0;1.0
PODLASKIE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.45;2010-11-01;Backpacker's canned pork meat - per 300 g;11.0;2010.0;4.0
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.36;2019-09-01;whole pickled cucumbers 0.9l - per 1pc.;9.0;2019.0;3.0
KUYAVIA-POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;1999-01-01;buckwheat groats roasted whole - per 1kg;1.0;1999.0;1.0
LUBLIN;;PLN;2.0;barley groats sausage - per 1kg;7.62;2013-10-01;barley groats sausage - per 1kg;10.0;2013.0;4.0
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-04-01;haddock fillets frozen - per 1kg;4.0;2006.0;2.0
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.79;1999-11-01;Poznan wheat flour, bagged - per 1kg;11.0;1999.0;4.0
HOLY CROSS;;PLN;4.0;Masurian barley groats - per 1kg;1.54;2000-08-01;Masurian barley groats - per 1kg;8.0;2000.0;3.0
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;15.57;2004-04-01;pork ham cooked - per 1kg;4.0;2004.0;2.0
LESSER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2003-03-01;fresh chicken eggs - per 10pcs.;3.0;2003.0;1.0
MASOVIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2015-05-01;white table salt bagged - per 1kg;5.0;2015.0;2.0
SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;18.77;2017-11-01;haddock fillets frozen - per 1kg;11.0;2017.0;4.0
ŁÓDŹ;;PLN;2.0;Hunter's sausage dried - per 1kg;19.68;2012-03-01;Hunter's sausage dried - per 1kg;3.0;2012.0;1.0
POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.28;2019-04-01;Poznan wheat flour, bagged - per 1kg;4.0;2019.0;2.0
SUBCARPATHIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;32.64;2018-07-01;boneless beef (sirloin) - per 1kg;7.0;2018.0;3.0
GREATER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;15.8;1999-04-01;Hunter's sausage dried - per 1kg;4.0;1999.0;2.0
KUYAVIA-POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;16.87;2019-12-01;pork belly cooked - per 1kg;12.0;2019.0;4.0
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.43;2016-06-01;pork meat with bone (shoulder) - per 1kg;6.0;2016.0;2.0
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2013-09-01;buckwheat groats roasted whole - per 1kg;9.0;2013.0;3.0
LOWER SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2017-08-01;Poznan wheat flour, bagged - per 1kg;8.0;2017.0;3.0
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;0.11;2009-03-01;natural chocolate plain - per 1kg;3.0;2009.0;1.0
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;15.26;2004-12-01;Hunter's sausage dried - per 1kg;12.0;2004.0;4.0
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.4;2007-11-01;plain mixed bread (wheat-rye) - per 1kg;11.0;2007.0;4.0
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;12.32;2012-06-01;pork meat with bone (shoulder) - per 1kg;6.0;2012.0;2.0
ŁÓDŹ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2008-05-01;Masurian barley groats - per 1kg;5.0;2008.0;2.0
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.25;2016-04-01;plain mixed bread (wheat-rye) - per 1kg;4.0;2016.0;2.0
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;12.92;2012-06-01;natural chocolate plain - per 1kg;6.0;2012.0;2.0
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2004-01-01;buckwheat groats roasted whole - per 1kg;1.0;2004.0;1.0
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2002-06-01;fresh chicken eggs - per 10pcs.;6.0;2002.0;2.0
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2004-09-01;natural chocolate plain - per 1kg;9.0;2004.0;3.0
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.46;2015-11-01;white table salt bagged - per 1kg;11.0;2015.0;4.0
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;21.26;2015-10-01;pork ham cooked - per 1kg;10.0;2015.0;4.0
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;15.62;2004-10-01;pork ham cooked - per 1kg;10.0;2004.0;4.0
WEST POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;22.66;2018-05-01;pork ham cooked - per 1kg;5.0;2018.0;2.0
LESSER POLAND;;PLN;2.0;barley groats sausage - per 1kg;4.98;2009-01-01;barley groats sausage - per 1kg;1.0;2009.0;1.0
OPOLE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2014-09-01;haddock fillets frozen - per 1kg;9.0;2014.0;3.0
LOWER SILESIA;;PLN;2.0;barley groats sausage - per 1kg;5.41;2007-08-01;barley groats sausage - per 1kg;8.0;2007.0;3.0
POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;12.0;2007-08-01;smoked bacon with ribs - per 1kg;8.0;2007.0;3.0
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.78;2005-04-01;pork  meat (raw bacon) - per 1kg;4.0;2005.0;2.0
WARMIA-MASURIA;;PLN;2.0;dressed chickens - per 1kg;4.29;2005-08-01;dressed chickens - per 1kg;8.0;2005.0;3.0
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.1;2015-10-01;plain mixed bread (wheat-rye) - per 1kg;10.0;2015.0;4.0
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;17.6;2002-11-01;pork ham cooked - per 1kg;11.0;2002.0;4.0
WEST POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.48;2002-01-01;pork  with bone (center-cut pork chop) - per 1kg;1.0;2002.0;1.0
HOLY CROSS;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2016-04-01;fresh chicken eggs - per 10pcs.;4.0;2016.0;2.0
OPOLE;;PLN;2.0;dressed chickens - per 1kg;6.92;2010-12-01;dressed chickens - per 1kg;12.0;2010.0;4.0
LESSER POLAND;;PLN;2.0;barley groats sausage - per 1kg;6.22;2019-02-01;barley groats sausage - per 1kg;2.0;2019.0;1.0
SUBCARPATHIA;;PLN;2.0;dressed chickens - per 1kg;7.98;2014-09-01;dressed chickens - per 1kg;9.0;2014.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;18.58;2015-06-01;pork ham cooked - per 1kg;6.0;2015.0;2.0
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;4.79;2006-12-01;barley groats sausage - per 1kg;12.0;2006.0;4.0
HOLY CROSS;;PLN;2.0;salted herring, non-dressed - per 1kg;0.27;2003-09-01;salted herring, non-dressed - per 1kg;9.0;2003.0;3.0
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.64;2015-07-01;buckwheat groats roasted whole - per 1kg;7.0;2015.0;3.0
POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;13.44;2005-03-01;beef with bone (rump steak) - per 1kg;3.0;2005.0;1.0
MASOVIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.52;2009-01-01;pork  meat (raw bacon) - per 1kg;1.0;2009.0;1.0
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.63;2010-02-01;plain mixed bread (wheat-rye) - per 1kg;2.0;2010.0;1.0
LUBLIN;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.22;2002-03-01;buckwheat groats roasted whole - per 1kg;3.0;2002.0;1.0
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.29;2015-07-01;fresh chicken eggs - per 10pcs.;7.0;2015.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;14.94;2012-03-01;smoked bacon with ribs - per 1kg;3.0;2012.0;1.0
SUBCARPATHIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.85;2000-11-01;Backpacker's canned pork meat - per 300 g;11.0;2000.0;4.0
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;1.66;2009-09-01;apple juice, boxed - per 1l;9.0;2009.0;3.0
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;1999-09-01;natural chocolate plain - per 1kg;9.0;1999.0;3.0
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2004-11-01;haddock fillets frozen - per 1kg;11.0;2004.0;4.0
WEST POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2015-07-01;fresh non-dressed carp - per 1kg;7.0;2015.0;3.0
LUBLIN;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2018-11-01;30% tomato concentrate - per 1kg;11.0;2018.0;4.0
PODLASKIE;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2018-11-01;natural chocolate plain - per 1kg;11.0;2018.0;4.0
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.03;2001-02-01;pork  with bone (center-cut pork chop) - per 1kg;2.0;2001.0;1.0
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;7.3;2017-02-01;barley groats sausage - per 1kg;2.0;2017.0;1.0
LESSER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;;2001-08-01;fresh non-dressed trout - per 1kg;8.0;2001.0;3.0
